age,salary,study_hours,internet_access,experience,purchased
48,34397,6.12,1,0,0
22,51135,6.36,1,2,0
23,48479,1.88,1,5,1
30,65355,9.47,1,10,1
57,69534,6.63,1,9,1
30,37350,8.9,1,0,0
50,100167,6.23,0,14,1
54,77223,9.83,1,9,1
40,54680,8.61,1,7,1
38,123321,1.11,1,20,1
25,55062,1.11,1,6,0
51,27350,1.17,0,2,0
48,107629,2.0,1,12,1
48,81836,8.77,0,17,0
37,49187,5.43,1,0,1
52,36936,4.58,1,3,0
19,21772,6.08,0,0,0
41,58369,3.39,1,6,0
28,46523,9.4,1,2,0
21,57131,5.75,1,2,0
43,54482,5.94,0,4,0
31,69194,9.86,1,9,1
59,72398,6.84,1,16,1
37,83785,0.84,1,16,1
53,77233,3.62,1,16,0
42,40666,5.2,1,2,0
56,75174,1.86,1,9,0
27,50616,2.34,1,8,0
52,47681,3.15,1,6,0
22,49173,0.72,0,2,0
21,54375,6.66,1,1,0
37,100819,0.67,1,18,1
40,36062,1.07,1,6,0
60,15024,6.78,1,0,0
22,34985,0.91,1,0,0
46,60978,4.29,1,8,0
46,91507,0.18,1,16,1
49,136591,0.04,1,20,1
39,77432,2.05,1,7,0
60,116117,3.41,1,20,1
24,25203,8.7,1,0,0
50,113363,1.2,0,20,1
39,120144,4.97,0,18,1
58,56996,8.53,0,12,1
45,32203,7.4,1,2,0
38,66790,7.58,1,12,1
53,25171,2.63,0,1,0
21,30969,9.41,1,2,0
60,89620,4.09,1,17,0
23,67303,4.2,0,5,0
36,103520,1.63,0,17,1
28,33528,1.27,0,3,0
34,86317,6.02,1,8,1
35,63471,2.59,1,12,1
30,32554,2.84,0,4,1
58,76457,2.24,1,11,1
28,70627,0.42,1,10,0
44,46200,8.57,1,6,1
33,55467,1.97,0,7,0
32,64168,3.78,1,10,0
31,74544,3.86,1,10,1
32,39824,9.21,0,0,0
35,45826,1.4,1,6,1
29,69423,4.93,0,6,0
43,48810,0.79,1,2,0
59,54433,7.72,1,5,1
57,60745,1.69,1,4,0
35,80161,4.48,1,11,1
43,83321,0.7,1,12,0
35,44853,3.5,1,6,0
18,15567,7.33,1,0,0
33,95006,5.93,1,12,1
54,61896,8.77,1,10,1
38,70955,8.2,1,9,1
25,64995,0.51,0,4,0
19,19091,2.57,1,1,0
36,74765,6.04,1,14,1
46,89169,8.6,1,15,1
47,45187,3.08,1,2,0
20,43832,0.56,0,1,0
25,24773,7.34,1,2,0
52,40828,5.0,1,5,0
35,118559,8.81,1,15,1
43,24094,2.52,1,2,0
42,74490,0.1,1,9,0
25,38525,5.09,1,3,0
35,94508,6.99,1,15,1
41,51752,9.23,1,3,0
22,37459,1.78,0,3,0
43,47039,4.88,1,0,0
27,89146,9.56,1,8,1
28,53879,1.33,1,8,0
21,46805,1.06,1,1,0
27,42586,9.98,1,1,0
54,38218,9.61,1,6,1
29,60952,3.19,1,11,0
27,54991,4.3,1,7,0
29,69347,6.91,0,10,0
22,37624,3.7,0,0,0
60,70285,5.29,1,15,1
44,42810,9.05,1,0,1
50,91092,1.69,1,14,0
49,51847,4.73,1,10,0
22,32900,3.02,1,3,0
40,48344,7.22,1,8,1
41,78923,6.72,1,14,1
19,37524,3.89,1,1,0
47,61813,4.59,1,5,1
27,77897,6.94,1,8,1
18,28168,1.14,1,0,0
30,49119,7.55,1,3,1
53,77108,7.6,0,9,1
20,25202,5.93,0,1,0
33,69159,5.03,1,9,0
31,55691,6.54,1,5,1
57,94778,4.53,1,16,1
22,41307,5.71,1,3,0
42,118259,9.34,1,19,1
55,104327,0.36,1,18,1
46,63758,6.83,1,5,1
34,74802,6.42,1,10,1
26,29077,9.92,1,0,0
35,66865,2.56,1,5,0
29,51447,3.89,1,1,0
56,113689,6.71,1,20,1
45,70984,4.01,1,9,1
49,72477,4.15,1,11,1
37,49216,5.3,1,1,0
57,43980,6.54,0,6,0
18,27146,7.46,1,0,0
29,70488,8.29,0,11,1
39,93579,1.71,1,14,1
25,39349,7.39,1,2,0
29,74717,8.4,1,11,1
55,111290,2.32,1,17,1
41,51418,7.28,1,8,1
55,105269,7.37,0,19,1
56,68498,5.8,0,6,0
58,91030,3.8,1,18,1
45,22653,8.84,1,0,0
29,52017,2.67,1,6,0
48,35697,4.97,0,0,0
55,77746,9.2,1,15,1
55,74092,3.53,1,10,1
45,48939,1.42,1,3,0
26,44535,4.22,0,0,1
39,45032,6.55,1,2,0
24,41425,1.24,1,6,0
21,28648,7.04,1,3,0
46,87625,9.46,1,14,0
27,65427,4.38,0,9,0
59,95023,4.69,1,14,1
38,85693,2.99,1,10,1
21,41990,4.72,1,0,1
41,115772,8.31,0,20,1
38,58742,9.8,1,7,1
35,93962,4.88,0,17,1
43,50038,4.7,1,6,1
25,51076,4.66,1,2,0
40,94828,2.03,1,16,0
26,23695,3.29,1,0,0
42,71015,7.67,0,9,1
53,59023,7.98,1,2,1
49,49475,2.4,0,6,0
24,47635,6.19,1,4,0
50,77687,2.42,1,12,1
48,37158,6.71,1,0,0
34,107633,3.02,0,16,1
52,31492,3.97,1,1,0
39,106933,6.74,1,18,1
46,38153,2.66,0,5,0
35,66065,2.23,0,8,0
27,70320,9.45,1,7,1
32,80808,1.68,1,13,1
24,28192,6.58,1,3,0
55,110514,3.87,0,18,1
31,66956,6.71,1,9,1
43,90401,3.14,1,13,0
35,109320,8.32,1,16,0
35,90022,9.05,1,14,1
23,29361,2.62,0,4,0
60,48615,6.75,0,0,0
42,75885,9.77,1,7,0
58,87080,2.07,1,14,1
29,49305,1.56,1,8,0
47,65601,0.99,1,13,0
36,40927,4.7,0,5,0
38,45298,5.2,0,2,0
33,58688,2.12,1,5,0
52,80489,6.81,0,18,1
24,41943,6.66,1,1,0
59,90282,0.59,1,18,1
36,100859,5.91,1,13,1
55,121718,4.08,1,19,1
43,91267,1.34,1,17,1
58,107285,1.34,1,20,0
35,47216,7.37,1,2,0
29,62262,7.61,1,10,0
22,32396,0.81,0,1,0
43,51821,3.65,1,1,1
22,40503,7.53,1,0,0
55,33065,3.71,0,4,0
35,41807,5.56,1,2,0
23,48763,4.61,1,2,0
18,18924,2.72,0,0,0
28,51762,9.18,1,9,1
33,52405,6.14,1,7,0
43,41569,5.94,0,3,0
56,54167,7.2,0,4,1
35,72138,3.5,1,11,1
53,87165,5.32,1,13,1
54,90433,9.03,1,11,1
43,43021,8.44,1,4,0
50,126511,7.39,1,20,1
18,37266,1.64,0,0,0
44,104873,2.99,0,16,1
54,129997,3.57,0,19,1
39,84102,9.22,1,18,1
36,46445,2.04,1,2,0
30,80977,9.97,1,9,1
54,50256,0.96,1,2,0
20,43279,9.43,1,2,1
44,36476,6.83,1,6,0
52,89712,8.42,1,12,1
26,54736,5.75,1,4,0
37,114322,3.83,1,18,1
43,38036,0.81,0,4,0
52,119429,8.81,1,19,1
38,48544,5.71,1,2,0
49,52955,5.35,1,6,0
39,26559,8.67,1,0,0
31,73637,8.68,1,7,1
46,108167,9.96,1,16,1
48,41918,0.51,1,3,0
34,82900,1.93,1,14,1
40,90307,9.56,0,13,1
53,109702,3.1,0,13,1
42,37377,8.38,1,3,0
35,77961,9.23,1,9,1
33,55539,7.37,1,3,0
19,43320,8.92,1,1,0
43,107386,9.21,1,18,1
51,114268,5.8,1,16,1
29,49122,4.13,1,1,0
27,49528,0.84,1,1,0
46,83558,9.26,1,13,1
19,52324,6.59,0,1,0
33,82773,9.7,1,9,1
53,105866,6.41,1,19,1
59,90097,1.17,0,12,0
53,135196,3.57,1,19,1
39,55361,0.23,1,3,0
23,58885,8.36,1,5,1
52,86765,6.33,1,9,1
58,33214,6.81,1,3,0
54,132349,1.48,0,19,1
48,81554,1.49,1,11,1
58,78489,7.5,1,16,1
19,43031,4.99,1,0,0
52,33340,4.75,1,2,0
45,64046,8.85,1,11,1
24,49187,5.36,0,4,0
38,94592,8.28,1,11,1
42,83855,7.96,1,14,1
35,90891,7.92,1,13,1
58,101976,4.52,1,13,1
60,100892,1.61,1,15,1
30,42640,8.8,1,4,0
25,64142,5.98,1,6,1
31,72872,8.0,0,8,1
34,41016,3.15,1,0,0
30,51991,8.77,0,3,0
28,56247,0.97,1,9,0
27,45493,5.18,1,0,0
34,52296,3.25,1,8,0
46,68746,9.36,0,8,1
19,27091,6.14,1,0,0
18,43015,7.56,1,0,0
44,56165,5.25,1,3,0
36,81755,6.78,1,11,1
35,74870,3.36,1,13,1
52,104868,4.54,1,18,1
26,58026,5.94,0,3,0
42,25495,0.34,1,3,0
39,62347,7.18,1,4,0
30,52936,1.82,0,9,0
60,102710,6.38,1,14,1
46,65655,3.79,1,8,0
39,60860,3.22,1,8,0
33,75285,3.73,0,8,0
36,55666,7.24,1,5,1
25,51366,3.39,1,2,0
29,73255,9.86,0,6,1
19,46050,4.96,1,0,0
22,50502,5.64,1,2,0
31,75518,2.93,1,12,1
33,83281,8.73,0,9,1
51,95021,6.44,1,15,1
59,64734,7.6,1,6,1
27,18382,7.42,0,0,0
25,31871,9.29,1,4,1
42,94856,1.83,1,15,1
44,30278,5.27,0,1,0
27,25881,5.19,1,0,0
53,97749,8.17,1,19,1
56,52615,2.81,1,12,0
24,26242,0.08,0,3,0
32,69426,4.09,1,6,0
30,44537,0.89,1,0,1
50,38178,3.37,1,1,0
52,106251,1.28,0,17,1
19,48971,5.15,1,1,0
57,111189,4.97,1,18,1
28,60746,7.5,1,10,1
38,43283,8.45,1,4,0
31,27010,7.88,1,1,0
42,82301,9.18,1,7,0
40,41025,7.01,0,3,1
18,37505,2.64,1,0,0
23,48550,2.1,1,4,1
53,31333,6.38,0,1,1
35,103051,6.35,1,17,1
59,84841,2.63,1,11,1
54,115790,1.54,1,18,1
22,33089,6.16,1,0,0
18,42617,4.44,1,0,0
47,54840,4.45,0,6,1
18,24434,7.0,1,0,0
31,87985,4.38,0,11,0
45,49608,6.93,1,5,0
48,71966,2.58,0,6,0
40,47186,7.19,1,6,0
59,56763,3.82,1,8,0
48,90097,1.33,1,17,1
24,50903,7.31,1,1,0
37,50788,7.75,0,7,0
37,47620,0.57,1,3,0
48,46158,9.76,1,2,1
26,52102,7.17,1,2,0
28,76160,7.56,1,10,1
23,51935,7.37,1,5,0
60,41355,6.59,0,7,0
35,62703,4.99,0,9,0
46,120311,7.82,1,18,1
18,21119,9.69,1,0,0
50,98660,5.99,1,20,1
20,38614,6.06,0,1,0
55,88235,7.24,0,14,1
54,50737,0.59,1,7,0
58,75445,2.12,0,6,1
33,52070,3.78,1,4,0
55,30719,3.91,0,4,0
52,44018,9.29,1,1,0
43,97688,2.99,0,16,1
53,39271,7.97,1,4,0
38,76067,3.73,1,11,1
53,114253,6.26,1,17,1
36,98850,4.13,1,16,1
26,57057,8.72,1,3,1
44,83803,1.91,1,15,1
48,57253,6.55,0,10,0
32,50552,8.41,1,1,0
49,86546,5.13,1,12,1
46,80366,7.85,1,14,1
26,64379,7.53,1,8,1
54,39612,3.62,1,1,0
34,89290,7.53,1,15,1
31,55887,7.02,1,9,1
56,64361,6.99,1,6,1
57,48123,6.86,1,10,1
23,26940,2.11,0,1,1
55,51931,7.79,1,1,0
49,81033,2.53,1,8,1
23,48218,8.55,1,0,0
49,98207,8.96,0,16,1
51,78305,1.27,1,8,0
51,102086,8.3,0,12,1
29,27961,2.56,1,1,0
26,28873,7.76,1,1,0
22,66150,0.26,1,4,0
34,46032,0.96,0,4,0
45,58433,6.96,1,9,1
39,40804,8.03,0,5,0
23,22605,7.85,1,1,0
49,77710,9.06,0,10,0
36,65290,7.17,1,12,1
34,55951,9.28,1,8,1
27,44938,4.93,1,4,0
32,87923,7.91,1,12,0
56,28381,8.64,1,1,0
55,84121,3.5,1,16,1
38,68335,1.91,1,10,0
57,19709,6.86,0,1,0
20,28680,4.65,0,1,0
47,65602,9.73,1,6,1
32,37279,0.66,1,5,0
44,50661,0.37,1,9,0
48,79252,4.09,1,19,1
33,44381,5.41,1,6,1
45,40959,5.05,1,1,0
57,57887,1.98,0,6,0
54,54202,4.21,1,5,0
60,38324,7.99,1,1,0
26,32720,4.14,1,4,0
26,26650,7.54,1,2,0
29,76131,6.32,0,8,0
45,114086,5.97,1,17,1
24,57537,0.5,0,6,0
52,51512,2.23,0,4,0
53,56576,5.29,0,6,0
55,119487,6.4,1,20,1
18,24303,9.71,0,0,0
51,70102,8.7,1,10,1
39,76371,0.22,1,18,1
47,89127,3.47,1,13,1
37,46199,3.15,0,0,0
25,51817,2.02,1,2,0
24,52887,2.56,1,3,0
19,28129,2.03,1,0,0
47,54807,2.59,0,5,0
29,23009,4.48,1,0,0
53,60413,4.72,1,6,0
59,130065,1.55,0,18,1
55,31376,4.01,1,2,0
44,71925,8.55,1,12,0
51,98949,4.17,1,12,1
55,59757,1.45,0,7,0
28,61105,7.46,0,10,0
37,88323,7.94,1,11,1
47,79634,2.21,1,13,1
60,60591,8.97,1,6,1
49,69047,3.7,0,13,0
43,72528,6.62,1,8,1
40,67512,6.09,1,5,1
58,64070,5.19,1,5,0
41,78680,5.66,1,10,1
19,38883,0.9,1,1,0
58,74038,2.22,1,13,1
49,48325,2.72,1,9,0
32,58668,5.95,1,6,0
23,53685,1.44,1,4,0
33,35896,7.51,1,2,0
28,74492,7.27,0,7,0
26,42330,6.92,1,4,0
20,26088,0.84,0,2,0
24,60035,7.02,1,4,0
47,109712,8.43,1,18,1
39,82436,9.24,1,11,1
21,36150,9.4,1,3,0
22,52797,5.14,1,4,0
39,65114,2.69,1,6,0
21,50669,1.83,1,1,0
57,24750,0.58,1,0,0
21,44401,3.67,1,0,0
60,86389,0.58,1,14,1
32,25887,9.2,1,1,0
33,39137,3.78,1,6,0
59,66140,5.12,1,8,1
37,78891,8.42,0,7,1
27,29365,0.41,1,4,0
50,125474,6.96,1,19,1
48,39390,6.23,1,6,0
55,44477,5.39,1,3,0
18,44087,3.4,1,0,0
42,75295,7.88,1,9,1
54,53335,6.81,0,4,0
35,96339,6.75,0,16,1
42,77830,9.7,1,13,1
32,89639,2.29,1,13,1
21,56637,7.44,0,3,0
52,87090,1.44,0,10,1
21,28208,7.2,1,2,0
59,46770,8.93,1,9,1
37,79202,8.12,1,9,1
29,60678,4.67,0,8,0
47,61525,0.08,1,12,0
58,66906,0.12,1,7,0
39,49600,7.55,1,7,1
53,84797,4.65,0,12,1
51,69906,2.25,1,9,0
44,59526,8.34,0,6,0
42,95541,0.48,1,13,1
56,42989,8.17,1,2,0
29,64263,0.77,0,5,0
29,26745,5.71,1,2,0
38,54835,1.22,1,7,0
50,38701,9.08,1,1,0
24,38291,8.1,1,4,0
36,48315,8.88,1,9,1
41,27318,3.63,0,0,0
37,95286,6.08,1,17,1
22,22236,4.67,1,1,0
47,65546,0.9,1,4,0
24,40470,9.67,1,1,1
37,30711,4.48,0,2,0
34,52401,6.65,1,4,0
51,122118,6.96,1,19,1
24,44391,3.79,1,1,0
28,80475,1.92,1,9,0
35,17599,7.12,0,0,0
47,68429,3.86,0,9,0
37,81279,1.06,1,14,1
19,50136,9.56,1,1,0
24,21036,6.96,1,1,1
44,32274,1.94,1,4,0
32,16932,9.38,0,0,0
36,82861,0.33,0,17,0
51,96613,0.36,1,16,1
19,23182,0.75,1,0,0
45,89162,5.92,1,13,0
19,24682,2.13,1,1,0
28,44868,9.24,0,1,0
23,37509,7.66,0,4,0
40,109775,4.47,1,16,0
27,42853,3.63,1,5,1
50,35119,2.59,1,4,0
36,77953,8.12,1,16,1
28,45383,2.56,0,6,0
41,114774,9.86,1,18,1
45,33392,5.72,1,0,0
29,20698,5.82,1,0,0
45,105572,9.19,1,20,1
22,38526,1.79,1,0,0
36,67569,7.36,0,8,0
25,52216,7.63,1,3,0
54,39000,0.12,0,0,0
45,113014,7.93,1,19,1
60,70657,5.95,1,5,1
22,36078,4.17,1,1,0
25,54200,8.45,1,2,0
41,87511,0.19,1,12,1
37,72685,2.47,1,12,1
52,59810,0.28,0,4,0
23,49399,2.35,1,3,0
22,32954,2.66,1,3,0
27,46953,7.67,0,2,0
45,74454,1.06,1,14,1
29,66763,3.43,1,11,1
32,28548,0.94,0,1,1
20,50306,8.46,1,1,0
40,77525,2.11,0,9,0
53,33189,8.9,1,0,0
24,40380,8.84,1,5,0
18,29115,4.33,0,0,0
25,20530,6.59,1,1,0
44,68586,4.16,0,12,0
39,70605,5.54,1,10,1
48,53764,1.58,0,1,0
60,82795,5.81,1,13,1
56,104480,8.08,1,15,1
28,70596,8.32,0,7,1
60,40680,9.38,1,0,0
38,44080,3.49,1,2,0
32,66309,2.69,0,6,0
45,97582,1.11,1,18,1
55,63490,6.68,1,7,1
40,16314,9.85,0,0,0
44,76311,0.06,0,12,0
36,92911,4.51,1,11,1
33,75911,4.57,1,10,1
29,57894,5.73,1,7,0
40,50846,9.61,1,1,1
24,55435,1.18,1,6,0
47,49507,0.73,0,1,1
33,78602,2.85,1,12,0
49,65522,4.04,1,10,1
58,103875,8.66,1,18,1
38,62363,8.33,1,8,0
21,52413,7.09,1,3,0
24,34758,6.99,1,1,0
44,54905,2.34,1,4,0
60,106517,7.87,1,19,1
23,61959,7.75,0,4,0
37,83222,5.94,0,12,0
29,55786,1.1,1,5,0
31,82686,2.46,1,13,1
59,85108,9.67,0,20,0
51,88098,1.81,1,14,1
34,26753,3.18,1,2,0
57,71626,7.16,1,12,1
37,67221,9.44,1,11,1
19,18798,7.93,1,0,0
38,44043,6.21,1,1,0
29,70202,4.72,1,7,1
30,56704,3.03,1,10,1
18,47422,2.02,1,0,0
35,43731,5.23,1,6,0
31,35241,0.1,0,0,0
48,70421,8.81,0,13,1
41,46165,7.74,0,4,0
29,63934,2.49,1,10,1
42,25557,1.47,1,0,0
53,90306,6.91,1,11,1
31,32344,8.98,1,3,0
35,26632,9.0,1,1,0
41,118819,1.89,0,19,1
43,88551,3.47,0,10,1
47,43626,2.25,1,3,0
21,53253,1.17,0,2,0
57,67380,3.26,1,7,0
46,61219,8.99,1,10,1
35,20947,3.9,1,0,0
21,52343,7.56,1,1,0
50,132877,5.49,1,18,1
55,80244,5.69,1,10,1
19,24549,2.99,0,0,0
29,38973,3.88,1,0,0
39,87758,0.26,1,13,1
43,33903,4.07,0,2,0
31,52795,4.81,1,5,0
26,67907,0.49,1,7,0
27,70069,3.68,1,7,0
24,49475,6.45,1,3,0
58,87233,3.1,1,17,1
37,99073,5.82,1,18,1
32,99842,0.61,1,13,0
60,35560,4.85,0,4,0
51,38443,5.47,1,0,0
41,98673,8.53,0,18,1
19,48754,3.68,1,0,0
37,24533,2.54,1,0,0
30,24665,7.37,0,1,0
42,101223,3.12,1,16,1
53,38947,6.19,0,4,0
20,27604,6.71,1,0,0
29,46345,0.76,1,3,0
50,89845,0.2,1,15,0
45,106105,4.36,1,17,1
28,83792,0.34,1,8,0
34,75421,7.11,1,8,1
57,93950,6.97,1,16,1
31,51264,8.4,1,4,0
48,101206,2.4,1,19,1
22,34342,8.96,1,0,0
19,43373,9.73,1,1,0
56,70434,5.72,1,10,1
30,35135,5.44,0,4,0
37,92145,7.09,1,13,1
28,21016,3.35,1,0,0
31,58890,8.3,1,8,1
59,109688,8.86,1,16,1
21,26063,1.39,0,1,0
20,48162,1.58,1,2,0
28,43372,2.48,1,0,0
42,100306,0.18,1,13,1
40,42802,3.25,0,6,0
34,50717,2.65,1,8,0
48,47745,5.02,1,0,0
31,30282,0.27,1,1,0
35,112341,2.4,1,15,1
20,38675,4.12,1,0,0
52,128224,0.02,1,20,1
56,23616,5.8,1,1,0
36,96754,2.86,1,13,1
40,98704,1.42,0,14,0
48,38712,8.51,1,4,0
41,57050,5.08,1,7,0
34,34661,2.3,1,3,0
44,85558,7.89,0,18,1
26,71585,1.64,1,7,0
49,58785,0.36,1,9,0
31,74381,8.3,0,7,0
39,90255,0.87,1,14,0
57,87647,6.68,0,17,1
31,49161,6.33,1,5,0
54,108022,8.79,1,20,1
31,26241,7.7,1,2,1
45,84226,2.78,0,16,1
57,58047,0.47,1,2,0
50,88341,5.03,1,14,1
39,56614,4.18,1,5,1
57,57302,6.23,1,12,1
54,123285,5.54,1,20,1
52,23477,2.99,0,1,0
45,74324,0.5,1,13,0
54,77683,5.29,1,9,1
20,32122,4.6,0,2,1
39,65876,9.2,1,10,1
55,36476,4.82,0,0,0
56,83390,0.51,0,14,0
40,95741,1.23,1,14,1
23,39863,4.75,1,2,0
31,53180,7.85,1,2,0
39,104928,5.18,1,17,1
53,105856,0.81,1,20,1
37,113724,8.55,1,17,1
59,84389,8.46,1,16,1
40,120760,0.07,0,20,1
30,89822,5.53,0,12,1
26,40395,4.61,1,6,0
58,79860,2.81,1,12,1
23,40108,5.05,0,2,0
45,64136,6.84,1,6,1
24,57183,1.38,1,3,0
36,117252,3.65,1,18,1
48,87761,2.46,1,11,1
52,44369,9.31,0,0,0
46,101127,9.7,1,20,1
50,116210,2.74,1,17,1
60,87595,2.54,1,12,1
39,39749,0.5,1,0,1
20,31134,2.97,1,2,0
30,71145,0.94,1,12,0
57,87650,9.89,1,10,1
30,92277,7.23,1,12,1
57,65350,2.45,1,7,0
57,107361,2.51,1,14,0
30,88086,7.2,1,12,0
29,58150,8.92,0,6,1
22,58266,0.52,1,4,0
30,58753,3.78,0,9,1
29,40422,1.13,0,1,0
27,38686,3.25,1,1,0
32,84040,7.0,1,12,1
19,30723,1.27,1,0,0
55,92483,1.8,1,13,1
33,37378,9.91,1,4,0
50,68605,5.7,1,6,1
51,68846,2.15,1,17,1
42,117951,4.99,0,18,1
43,111768,3.89,1,18,1
57,79441,6.58,1,10,1
31,100353,9.31,1,12,1
59,56851,7.04,1,3,1
32,35595,7.12,1,3,0
52,89619,1.39,1,11,1
55,84720,5.13,1,15,1
48,43658,8.63,1,6,1
51,90242,2.17,1,16,1
26,39860,7.12,1,2,0
24,49765,9.88,0,5,0
55,98146,5.08,1,17,1
18,36768,9.93,1,0,0
40,79789,7.48,1,16,1
31,60921,1.19,1,9,0
42,117789,0.79,0,20,1
25,30676,1.45,0,0,1
57,41909,9.75,1,1,0
23,53778,9.07,1,3,1
32,67335,8.67,1,12,1
37,88551,6.09,1,19,1
34,64933,3.84,1,10,1
49,77982,2.09,1,9,1
23,40794,1.11,0,4,0
56,81608,4.02,1,13,1
45,55802,7.5,1,9,1
27,85496,6.92,0,9,1
26,18582,0.03,0,0,0
54,70869,5.13,1,9,1
51,46356,6.83,1,4,0
30,66504,2.99,1,6,0
28,72319,9.82,1,10,1
28,82015,4.5,0,9,0
47,29933,1.22,0,0,0
45,32642,8.75,0,0,0
40,130844,5.37,1,20,1
32,66307,5.57,0,5,0
28,27115,8.23,1,2,0
30,30770,4.98,1,1,1
45,84764,9.92,1,15,1
24,36668,6.6,0,3,0
48,80163,2.71,1,10,1
60,82073,1.89,1,10,1
39,52413,8.82,1,7,1
55,73873,4.59,0,8,0
31,53552,8.54,0,1,0
23,42220,4.65,1,0,0
48,54837,2.25,1,8,0
20,40197,7.28,0,2,0
34,63679,0.81,1,4,0
37,68836,6.99,0,15,1
24,32452,4.64,1,0,0
34,24511,5.02,1,0,0
59,76765,9.82,1,15,1
43,77693,8.9,1,7,1
44,58862,1.22,0,2,0
30,34140,2.66,1,0,0
57,46181,1.69,1,6,0
22,47725,4.04,0,4,0
18,36100,8.61,0,0,0
34,48061,5.87,1,1,0
54,91784,9.92,1,10,1
33,53326,5.57,1,8,0
35,57284,9.47,0,4,0
45,44033,8.94,1,2,0
20,43131,0.53,1,1,0
35,43988,0.98,0,8,1
58,70824,4.72,0,14,0
47,47916,6.94,1,0,0
49,137591,1.8,1,20,1
31,93106,3.86,1,11,1
34,112711,3.33,1,14,1
36,21582,7.66,1,1,0
25,43240,4.62,1,3,0
21,45973,9.22,1,2,1
41,55689,1.96,1,10,0
46,24912,3.31,0,1,0
28,41841,4.82,1,6,0
29,39718,5.76,0,2,0
31,70842,9.45,1,10,1
24,41102,7.91,1,0,0
20,56739,9.04,1,2,1
49,55131,8.65,1,10,0
28,19407,2.55,1,0,0
19,16953,2.84,0,0,0
34,42280,4.54,1,5,0
59,17942,3.89,1,0,0
40,93848,8.82,1,12,1
50,60619,8.76,1,4,1
39,48266,9.58,1,0,0
31,77156,0.42,1,10,0
59,70913,0.07,0,6,0
37,56491,3.32,0,7,1
34,72520,8.63,1,10,1
25,56259,4.63,0,6,1
24,37172,0.39,1,3,1
54,33223,7.42,1,1,1
53,42939,1.22,1,5,0
21,29548,1.39,0,3,0
47,74678,6.05,1,9,1
38,100215,2.3,0,17,1
60,39182,4.77,0,4,0
59,60154,6.86,0,4,0
44,75848,6.09,0,14,1
20,43023,3.72,1,0,0
48,109157,2.09,1,16,1
33,70973,8.27,1,5,1
30,66861,1.27,0,10,0
24,49790,1.12,0,5,0
28,51903,5.82,1,5,0
51,35963,5.38,1,0,0
59,55562,5.65,1,6,0
28,51645,3.45,1,9,0
49,27759,5.63,1,2,0
50,88445,1.15,0,13,0
46,66447,0.99,1,16,1
48,53307,2.5,1,7,0
44,43266,2.47,0,1,1
56,42909,3.7,1,2,0
56,86551,2.91,1,16,1
19,32695,1.82,1,1,0
25,49384,4.75,0,2,1
60,73626,7.91,1,18,1
29,59124,4.96,1,8,0
37,61829,9.92,1,11,1
57,56188,0.17,1,9,0
22,31308,2.54,1,2,0
57,113139,4.88,1,20,1
30,15925,2.61,0,0,0
18,37571,7.63,1,0,0
50,108240,1.13,1,12,0
26,38550,0.11,1,4,0
56,59178,9.37,1,8,1
58,87811,3.4,1,13,1
51,43253,9.84,0,2,0
25,33998,9.47,1,3,1
50,106287,2.77,1,15,1
53,34206,4.82,1,0,0
29,68406,8.8,0,7,0
53,49074,4.28,1,2,0
36,89899,4.78,1,18,1
56,135744,8.9,0,20,1
38,56556,6.76,1,7,1
50,74021,1.88,1,9,1
60,38360,0.07,1,2,0
21,45643,5.15,1,3,0
21,30758,3.51,1,2,0
28,62948,7.39,0,8,0
43,104292,7.48,1,15,1
22,44907,7.0,1,0,0
47,39532,8.1,1,0,0
19,24241,0.45,1,1,0
41,98777,8.57,0,12,1
58,18738,9.91,0,0,0
33,109059,4.86,1,13,1
35,64495,5.36,1,12,1
29,56577,3.5,1,10,0
43,103211,0.11,0,13,0
29,65749,9.21,1,5,1
43,60961,4.37,1,4,0
21,40211,0.88,1,2,0
44,59945,6.05,1,5,1
40,31230,4.98,0,2,0
38,51355,1.1,1,11,0
54,88890,0.47,1,11,1
51,25070,7.64,1,2,0
28,33386,0.03,1,2,0
20,49123,8.98,1,0,0
23,30226,1.77,0,3,1
31,48247,8.01,1,1,0
23,45621,5.48,1,1,0
30,76698,9.52,0,10,1
46,78721,4.65,1,10,1
50,73362,7.86,1,9,1
34,29927,0.02,1,2,0
28,51719,4.74,1,5,0
19,47999,9.74,1,0,1
51,81278,8.97,0,10,1
48,82965,8.26,1,14,1
33,82279,0.7,0,13,0
58,55133,0.3,1,6,0
54,90024,9.81,0,16,1
39,69291,9.23,1,12,1
52,68283,6.61,1,9,1
24,20887,8.54,0,1,0
32,53582,5.75,0,6,0
21,47156,0.57,1,3,0
41,55725,4.01,0,10,0
30,40015,8.36,0,6,0
46,97571,7.43,1,19,0
33,45781,5.85,1,2,0
18,37152,4.39,1,0,0
51,36778,2.82,1,4,0
51,88325,8.08,1,9,1
33,55583,7.33,1,7,0
49,62735,4.19,1,4,0
57,35613,4.96,1,4,0
50,51876,6.03,0,5,0
32,68005,7.13,1,9,1
34,64113,0.23,0,9,0
34,81941,6.39,1,10,1
52,116828,8.44,0,20,1
46,83535,9.93,1,19,1
29,45411,0.33,0,4,0
54,45399,8.96,0,4,0
30,24497,7.28,0,2,1
38,25320,9.75,1,2,0
56,103405,7.44,1,20,1
18,37238,1.11,1,0,1
30,50822,7.16,0,6,0
60,119963,8.21,1,18,1
